order_id,order_date,product_name,category,unit_price,quantity,revenue,cost,profit,region,country,is_returned
AMZ-2023-000017,2023-05-21 05:27:00,硅胶厨房 utensils 套装,家居厨房,26.27,1,26.27,10,16.27,其他,BR,0
AMZ-2023-000018,2023-03-25 06:32:00,记忆棉坐垫,家居厨房,46.99,1,46.99,18,28.99,亚太,AU,0
AMZ-2023-000019,2023-05-06 07:26:00,收纳盒 6件套,家居厨房,35.75,1,35.75,14,21.75,亚太,JP,0
AMZ-2023-000020,2023-12-22 23:40:00,LED 护眼台灯,家居厨房,47.82,1,47.82,25,22.82,欧洲,ES,0
AMZ-2023-000021,2023-10-03 16:36:00,LED 护眼台灯,家居厨房,47.36,1,47.36,25,22.36,其他,AE,0
AMZ-2023-000022,2023-01-05 00:00:00,便携式充电宝,电子产品,70.58,1,70.58,35,35.58,亚太,SG,0
AMZ-2023-000023,2023-10-11 23:58:00,笔记本散热支架,电子产品,64.37,1,64.37,28,36.37,欧洲,IT,0
AMZ-2023-000024,2023-06-16 15:32:00,便携式充电宝,电子产品,79.19,1,79.19,35,44.19,欧洲,FR,0
AMZ-2023-000025,2023-05-04 18:25:00,USB-C 集线器,电子产品,44.98,1,44.98,22,22.98,欧洲,UK,0
AMZ-2023-000026,2023-10-07 17:39:00,宠物饮水机,宠物用品,46.66,1,46.66,22,24.66,亚太,JP,0
AMZ-2023-000027,2023-11-03 06:59:00,宠物梳毛器,宠物用品,17.17,1,17.17,5,12.17,其他,SA,0
AMZ-2023-000028,2023-12-12 04:36:00,运动水壶 1L,运动户外,22.67,2,45.33,20,25.33,北美,CA,0
AMZ-2023-000029,2023-11-22 23:32:00,跑步腰包,运动户外,15.75,1,15.75,6,9.75,北美,MX,0
AMZ-2023-000030,2023-09-03 15:24:00,笔记本散热支架,电子产品,50.24,1,50.24,28,22.24,欧洲,ES,0
AMZ-2023-000031,2023-10-16 08:35:00,登山背包 40L,运动户外,81.98,1,81.98,42,39.98,北美,CA,0
AMZ-2023-000032,2023-09-07 02:16:00,宠物饮水机,宠物用品,49.63,1,49.63,22,27.63,欧洲,ES,0
AMZ-2023-000033,2023-04-06 05:44:00,狗狗磨牙玩具套装,宠物用品,20.19,1,20.19,6,14.19,欧洲,IT,0
AMZ-2023-000034,2023-09-15 00:04:00,猫抓板沙发款,宠物用品,28.99,1,28.99,10,18.99,其他,AE,0
AMZ-2023-000035,2023-12-14 20:05:00,运动水壶 1L,运动户外,21.37,1,21.37,10,11.37,北美,US,0
AMZ-2023-000036,2023-12-03 00:51:00,运动水壶 1L,运动户外,24.14,1,24.14,10,14.14,其他,AE,0
AMZ-2023-000037,2023-08-22 02:39:00,USB-C 集线器,电子产品,44.72,1,44.72,22,22.72,北美,CA,0
AMZ-2023-000038,2023-04-10 01:25:00,宠物梳毛器,宠物用品,15.89,1,15.89,5,10.89,北美,CA,0
AMZ-2023-000039,2023-05-23 02:49:00,阻力带套装,运动户外,21.36,2,42.71,14,28.71,欧洲,IT,0
AMZ-2023-000040,2023-11-01 07:45:00,A4 复印纸 500张,办公用品,13.4,1,13.4,4,9.4,欧洲,UK,0
AMZ-2023-000041,2023-02-23 21:50:00,人体工学腕托,办公用品,25.32,1,25.32,9,16.32,北美,CA,0
AMZ-2023-000042,2023-01-20 09:05:00,桌面文件架,办公用品,32.36,1,32.36,12,20.36,亚太,AU,0
AMZ-2023-000043,2023-05-12 04:38:00,无线鼠标,电子产品,33.75,1,33.75,18,15.75,欧洲,DE,0
AMZ-2023-000044,2023-09-20 15:12:00,瑜伽垫加厚防滑,运动户外,41.51,2,83.02,36,47.02,北美,MX,0
AMZ-2023-000045,2023-07-26 22:25:00,可折叠宠物笼,宠物用品,89.96,1,89.96,35,54.96,其他,SA,0
AMZ-2023-000046,2023-06-26 00:46:00,不锈钢保温杯,家居厨房,35.52,1,35.52,15,20.52,亚太,SG,0
AMZ-2023-000047,2023-05-16 06:04:00,无线鼠标,电子产品,38.06,1,38.06,18,20.06,其他,BR,0
AMZ-2023-000048,2023-10-25 13:27:00,阻力带套装,运动户外,16.38,1,16.38,7,9.38,北美,MX,0
AMZ-2023-000049,2023-07-26 15:20:00,宠物饮水机,宠物用品,44.2,1,44.2,22,22.2,欧洲,DE,0
AMZ-2023-000050,2023-09-05 03:33:00,宠物梳毛器,宠物用品,12.82,1,12.82,5,7.82,亚太,AU,0
AMZ-2023-000051,2023-09-04 15:23:00,无线蓝牙耳机,电子产品,225.52,2,451.04,178,273.04,欧洲,ES,0
AMZ-2023-000052,2023-08-18 02:59:00,白板磁吸套装,办公用品,49.2,1,49.2,18,31.2,欧洲,UK,0
AMZ-2023-000053,2023-11-08 09:42:00,LED 护眼台灯,家居厨房,47.89,1,47.89,25,22.89,北美,MX,0
AMZ-2023-000054,2023-02-03 22:16:00,便携式充电宝,电子产品,76.28,1,76.28,35,41.28,其他,BR,0
AMZ-2023-000055,2023-05-04 20:49:00,便携式充电宝,电子产品,87.95,1,87.95,35,52.95,北美,MX,0
AMZ-2023-000056,2023-05-10 04:08:00,猫抓板沙发款,宠物用品,29.66,1,29.66,10,19.66,其他,BR,0
AMZ-2023-000057,2023-04-24 22:31:00,手机防窥膜 3片装,电子产品,14.68,2,29.36,10,19.36,北美,CA,0
AMZ-2023-000058,2023-02-17 16:19:00,A4 复印纸 500张,办公用品,11.35,1,11.35,4,7.35,北美,MX,0
AMZ-2023-000059,2023-01-09 18:11:00,运动水壶 1L,运动户外,28.43,1,28.43,10,18.43,欧洲,UK,0
AMZ-2023-000060,2023-07-16 20:04:00,宠物饮水机,宠物用品,46.48,1,46.48,22,24.48,北美,MX,0
AMZ-2023-000061,2023-11-25 06:44:00,手机防窥膜 3片装,电子产品,17.13,2,34.27,10,24.27,欧洲,DE,1
AMZ-2023-000062,2023-10-11 10:17:00,桌面文件架,办公用品,33.81,2,67.61,24,43.61,欧洲,DE,0
AMZ-2023-000063,2023-11-14 12:39:00,运动水壶 1L,运动户外,27.41,1,27.41,10,17.41,其他,BR,0
AMZ-2023-000064,2023-02-19 07:47:00,智能手表表带,电子产品,32.31,2,64.62,24,40.62,其他,BR,0
AMZ-2023-000065,2023-09-04 05:59:00,机械键盘,电子产品,139.73,1,139.73,60,79.73,亚太,JP,0
AMZ-2023-000066,2023-12-07 02:44:00,白板磁吸套装,办公用品,44.58,1,44.58,18,26.58,亚太,AU,0
AMZ-2023-000067,2023-02-09 06:00:00,人体工学腕托,办公用品,23.03,1,23.03,9,14.03,欧洲,ES,0
AMZ-2023-000068,2023-02-01 05:52:00,人体工学腕托,办公用品,21.34,2,42.68,18,24.68,北美,US,1
AMZ-2023-000069,2023-01-21 10:59:00,瑜伽垫加厚防滑,运动户外,39.63,1,39.63,18,21.63,欧洲,DE,1
AMZ-2023-000070,2023-09-14 14:30:00,登山背包 40L,运动户外,94.26,3,282.77,126,156.77,其他,SA,0
AMZ-2023-000071,2023-12-10 15:07:00,宠物梳毛器,宠物用品,13.23,1,13.23,5,8.23,亚太,JP,0
AMZ-2023-000072,2023-09-08 17:27:00,桌面文件架,办公用品,36.55,1,36.55,12,24.55,亚太,SG,1
AMZ-2023-000073,2023-08-01 20:19:00,狗狗磨牙玩具套装,宠物用品,16.76,1,16.76,6,10.76,其他,SA,0
AMZ-2023-000074,2023-12-19 04:46:00,USB-C 集线器,电子产品,42.87,2,85.73,44,41.73,其他,BR,0
AMZ-2023-000075,2023-03-24 00:53:00,白板磁吸套装,办公用品,51.58,1,51.58,18,33.58,其他,BR,0
AMZ-2023-000076,2023-06-22 16:12:00,猫抓板沙发款,宠物用品,24.97,1,24.97,10,14.97,亚太,AU,0
AMZ-2023-000077,2023-11-17 04:30:00,猫抓板沙发款,宠物用品,32.59,1,32.59,10,22.59,欧洲,IT,0
AMZ-2023-000078,2023-10-19 16:20:00,猫抓板沙发款,宠物用品,25.77,1,25.77,10,15.77,欧洲,DE,1
AMZ-2023-000079,2023-04-17 07:31:00,收纳盒 6件套,家居厨房,36.29,1,36.29,14,22.29,欧洲,UK,0
AMZ-2023-000080,2023-07-03 17:11:00,桌面文件架,办公用品,36.49,1,36.49,12,24.49,北美,CA,0
AMZ-2023-000081,2023-08-15 22:14:00,白板磁吸套装,办公用品,46.88,1,46.88,18,28.88,亚太,JP,0
AMZ-2023-000082,2023-09-02 05:49:00,机械键盘,电子产品,124.83,1,124.83,60,64.83,欧洲,FR,0
AMZ-2023-000083,2023-08-01 23:14:00,便携式充电宝,电子产品,81.89,1,81.89,35,46.89,欧洲,UK,0
AMZ-2023-000084,2023-03-24 16:09:00,智能手表表带,电子产品,25.23,1,25.23,12,13.23,其他,BR,0
AMZ-2023-000085,2023-06-11 10:47:00,笔记本散热支架,电子产品,59.66,1,59.66,28,31.66,欧洲,DE,0
AMZ-2023-000086,2023-06-16 07:03:00,阻力带套装,运动户外,18.12,1,18.12,7,11.12,其他,SA,0
AMZ-2023-000087,2023-09-18 18:18:00,USB-C 集线器,电子产品,46.72,1,46.72,22,24.72,亚太,IN,0
AMZ-2023-000088,2023-08-05 08:11:00,狗狗磨牙玩具套装,宠物用品,17.27,1,17.27,6,11.27,欧洲,DE,0
AMZ-2023-000089,2023-01-25 14:56:00,收纳盒 6件套,家居厨房,39.14,1,39.14,14,25.14,亚太,IN,0
AMZ-2023-000090,2023-01-04 00:07:00,阻力带套装,运动户外,17.2,1,17.2,7,10.2,其他,BR,0
AMZ-2023-000091,2023-04-28 22:13:00,可折叠宠物笼,宠物用品,84.87,1,84.87,35,49.87,欧洲,FR,0
AMZ-2023-000092,2023-10-15 22:45:00,可折叠宠物笼,宠物用品,67.87,1,67.87,35,32.87,北美,MX,0
AMZ-2023-000093,2023-06-25 22:36:00,笔记本散热支架,电子产品,60.13,1,60.13,28,32.13,北美,MX,0
AMZ-2023-000094,2023-08-25 16:12:00,狗狗磨牙玩具套装,宠物用品,18.97,1,18.97,6,12.97,亚太,AU,0
AMZ-2023-000095,2023-02-15 21:33:00,收纳盒 6件套,家居厨房,40.01,1,40.01,14,26.01,北美,CA,0
AMZ-2023-000096,2023-05-20 01:58:00,硅胶厨房 utensils 套装,家居厨房,33.23,1,33.23,10,23.23,亚太,JP,0
AMZ-2023-000097,2023-02-06 05:54:00,无线蓝牙耳机,电子产品,219.94,1,219.94,89,130.94,欧洲,DE,0
AMZ-2023-000098,2023-11-03 18:30:00,可折叠宠物笼,宠物用品,90.43,1,90.43,35,55.43,欧洲,IT,0
AMZ-2023-000099,2023-12-04 14:05:00,便携式充电宝,电子产品,78.78,3,236.34,105,131.34,欧洲,UK,0
AMZ-2023-000100,2023-08-08 18:44:00,A4 复印纸 500张,办公用品,10.87,1,10.87,4,6.87,北美,CA,0
AMZ-2023-000101,2023-07-17 11:46:00,跑步腰包,运动户外,19.45,1,19.45,6,13.45,欧洲,UK,0
AMZ-2023-000102,2023-07-11 02:32:00,记忆棉坐垫,家居厨房,44.38,1,44.38,18,26.38,其他,SA,0
AMZ-2023-000103,2023-04-08 01:19:00,硅胶厨房 utensils 套装,家居厨房,30.58,1,30.58,10,20.58,亚太,SG,0
AMZ-2023-000104,2023-07-23 02:29:00,记忆棉坐垫,家居厨房,49.73,1,49.73,18,31.73,其他,SA,0
AMZ-2023-000105,2023-12-11 08:33:00,登山背包 40L,运动户外,77.43,1,77.43,42,35.43,其他,AE,0
AMZ-2023-000106,2023-11-08 10:40:00,狗狗磨牙玩具套装,宠物用品,19.62,1,19.62,6,13.62,亚太,SG,0
AMZ-2023-000107,2023-04-14 03:24:00,智能手表表带,电子产品,28.06,2,56.13,24,32.13,欧洲,DE,0
AMZ-2023-000108,2023-06-19 05:32:00,机械键盘,电子产品,129.11,1,129.11,60,69.11,欧洲,ES,0
AMZ-2023-000109,2023-06-14 20:39:00,无线蓝牙耳机,电子产品,201.56,1,201.56,89,112.56,其他,SA,0
AMZ-2023-000110,2023-10-10 19:14:00,USB-C 集线器,电子产品,48.93,2,97.87,44,53.87,欧洲,IT,0
AMZ-2023-000111,2023-12-25 00:36:00,白板磁吸套装,办公用品,40.18,1,40.18,18,22.18,欧洲,UK,0
AMZ-2023-000112,2023-07-10 00:53:00,便携式充电宝,电子产品,69.77,1,69.77,35,34.77,亚太,AU,0
AMZ-2023-000113,2023-06-08 04:28:00,可折叠宠物笼,宠物用品,84.27,1,84.27,35,49.27,欧洲,UK,0
AMZ-2023-000114,2023-08-26 10:26:00,跑步腰包,运动户外,16.28,1,16.28,6,10.28,北美,MX,0
AMZ-2023-000115,2023-06-15 13:42:00,笔记本散热支架,电子产品,60.53,1,60.53,28,32.53,欧洲,FR,0
AMZ-2023-000116,2023-01-28 10:11:00,A4 复印纸 500张,办公用品,13.51,1,13.51,4,9.51,北美,US,0
AMZ-2023-000117,2023-09-17 08:53:00,智能手表表带,电子产品,25.56,1,25.56,12,13.56,欧洲,ES,0
AMZ-2023-000118,2023-03-05 20:25:00,记忆棉坐垫,家居厨房,39.93,1,39.93,18,21.93,欧洲,IT,0
AMZ-2023-000119,2023-04-15 20:46:00,狗狗磨牙玩具套装,宠物用品,17.11,1,17.11,6,11.11,欧洲,IT,0
AMZ-2023-000120,2023-05-20 10:37:00,猫抓板沙发款,宠物用品,27.67,1,27.67,10,17.67,亚太,AU,0
AMZ-2023-000121,2023-01-27 18:53:00,运动水壶 1L,运动户外,24.99,1,24.99,10,14.99,亚太,IN,0
AMZ-2023-000122,2023-06-11 21:25:00,可折叠宠物笼,宠物用品,82.88,1,82.88,35,47.88,北美,US,0
AMZ-2023-000123,2023-03-22 21:27:00,宠物饮水机,宠物用品,44.36,1,44.36,22,22.36,亚太,JP,0
AMZ-2023-000124,2023-10-27 23:18:00,收纳盒 6件套,家居厨房,38.63,1,38.63,14,24.63,其他,AE,0
AMZ-2023-000125,2023-08-01 13:50:00,阻力带套装,运动户外,19.14,1,19.14,7,12.14,欧洲,ES,0
AMZ-2023-000126,2023-08-04 00:07:00,登山背包 40L,运动户外,100.91,2,201.82,84,117.82,其他,AE,0
AMZ-2023-000127,2023-09-28 00:22:00,硅胶厨房 utensils 套装,家居厨房,31.96,3,95.87,30,65.87,北美,MX,0
AMZ-2023-000128,2023-08-03 23:22:00,无线鼠标,电子产品,33.38,1,33.38,18,15.38,北美,US,0
AMZ-2023-000129,2023-03-01 14:07:00,瑜伽垫加厚防滑,运动户外,36.0,1,36.0,18,18.0,欧洲,DE,0
AMZ-2023-000130,2023-11-04 19:36:00,可折叠宠物笼,宠物用品,76.78,1,76.78,35,41.78,其他,AE,0
AMZ-2023-000131,2023-09-01 22:20:00,登山背包 40L,运动户外,80.49,1,80.49,42,38.49,欧洲,IT,0
AMZ-2023-000132,2023-12-15 04:19:00,人体工学腕托,办公用品,27.44,1,27.44,9,18.44,北美,CA,0
AMZ-2023-000133,2023-11-05 05:29:00,宠物梳毛器,宠物用品,16.62,1,16.62,5,11.62,亚太,SG,0
AMZ-2023-000134,2023-11-17 09:29:00,桌面文件架,办公用品,35.79,1,35.79,12,23.79,欧洲,FR,0
AMZ-2023-000135,2023-01-14 08:39:00,运动水壶 1L,运动户外,24.27,1,24.27,10,14.27,北美,CA,0
AMZ-2023-000136,2023-07-26 12:33:00,狗狗磨牙玩具套装,宠物用品,15.4,1,15.4,6,9.4,亚太,IN,0
AMZ-2023-000137,2023-08-06 01:16:00,猫抓板沙发款,宠物用品,28.98,1,28.98,10,18.98,亚太,AU,0
AMZ-2023-000138,2023-03-27 05:26:00,猫抓板沙发款,宠物用品,29.87,1,29.87,10,19.87,亚太,AU,0
AMZ-2023-000139,2023-12-26 20:27:00,机械键盘,电子产品,125.98,1,125.98,60,65.98,亚太,AU,0
AMZ-2023-000140,2023-03-21 03:50:00,狗狗磨牙玩具套装,宠物用品,17.4,1,17.4,6,11.4,亚太,IN,0
AMZ-2023-000141,2023-10-08 02:53:00,手机防窥膜 3片装,电子产品,15.74,1,15.74,5,10.74,北美,US,0
AMZ-2023-000142,2023-04-04 14:19:00,智能手表表带,电子产品,31.97,1,31.97,12,19.97,欧洲,ES,0
AMZ-2023-000143,2023-03-09 01:52:00,白板磁吸套装,办公用品,43.0,1,43.0,18,25.0,其他,BR,0
AMZ-2023-000144,2023-07-07 02:02:00,记忆棉坐垫,家居厨房,38.28,1,38.28,18,20.28,欧洲,ES,1
AMZ-2023-000145,2023-02-05 11:58:00,笔记本散热支架,电子产品,52.57,2,105.14,56,49.14,北美,CA,1
AMZ-2023-000146,2023-03-16 23:18:00,宠物梳毛器,宠物用品,16.38,1,16.38,5,11.38,北美,US,0
AMZ-2023-000147,2023-12-18 11:14:00,狗狗磨牙玩具套装,宠物用品,15.58,1,15.58,6,9.58,欧洲,FR,0
AMZ-2023-000148,2023-12-26 20:21:00,硅胶厨房 utensils 套装,家居厨房,24.95,2,49.89,20,29.89,欧洲,IT,0
AMZ-2023-000149,2023-12-18 22:28:00,不锈钢保温杯,家居厨房,38.8,1,38.8,15,23.8,北美,MX,0
AMZ-2023-000150,2023-11-17 13:30:00,登山背包 40L,运动户外,90.62,1,90.62,42,48.62,亚太,IN,0
AMZ-2023-000151,2023-08-26 22:22:00,USB-C 集线器,电子产品,46.28,1,46.28,22,24.28,欧洲,DE,0
AMZ-2023-000152,2023-10-01 15:44:00,狗狗磨牙玩具套装,宠物用品,16.56,1,16.56,6,10.56,亚太,JP,0
AMZ-2023-000153,2023-01-23 12:12:00,硅胶厨房 utensils 套装,家居厨房,32.76,1,32.76,10,22.76,北美,CA,0
AMZ-2023-000154,2023-01-17 20:43:00,防滑衣架 20个装,家居厨房,24.47,1,24.47,8,16.47,欧洲,UK,1
AMZ-2023-000155,2023-06-07 19:04:00,硅胶厨房 utensils 套装,家居厨房,24.68,1,24.68,10,14.68,其他,AE,0
AMZ-2023-000156,2023-11-18 04:24:00,可折叠宠物笼,宠物用品,88.73,1,88.73,35,53.73,其他,AE,0
AMZ-2023-000157,2023-06-04 11:58:00,瑜伽垫加厚防滑,运动户外,42.35,2,84.7,36,48.7,北美,US,0
AMZ-2023-000158,2023-11-14 23:10:00,笔记本散热支架,电子产品,67.66,2,135.32,56,79.32,欧洲,IT,0
AMZ-2023-000159,2023-06-22 20:50:00,手机防窥膜 3片装,电子产品,13.79,1,13.79,5,8.79,亚太,IN,0
AMZ-2023-000160,2023-03-03 23:05:00,桌面文件架,办公用品,33.25,1,33.25,12,21.25,亚太,JP,0
AMZ-2023-000161,2023-09-17 09:34:00,不锈钢保温杯,家居厨房,37.06,1,37.06,15,22.06,北美,MX,0
AMZ-2023-000162,2023-09-15 08:03:00,USB-C 集线器,电子产品,42.99,1,42.99,22,20.99,欧洲,FR,0
AMZ-2023-000163,2023-03-09 02:24:00,USB-C 集线器,电子产品,42.17,2,84.34,44,40.34,亚太,IN,0
AMZ-2023-000164,2023-10-02 23:59:00,A4 复印纸 500张,办公用品,11.14,1,11.14,4,7.14,欧洲,DE,0
AMZ-2023-000165,2023-02-28 15:12:00,桌面文件架,办公用品,36.72,2,73.44,24,49.44,北美,CA,0
AMZ-2023-000166,2023-09-26 02:55:00,收纳盒 6件套,家居厨房,39.51,1,39.51,14,25.51,其他,AE,0
AMZ-2023-000167,2023-08-16 07:27:00,无线蓝牙耳机,电子产品,220.93,2,441.85,178,263.85,欧洲,FR,0
AMZ-2023-000168,2023-10-10 03:26:00,记忆棉坐垫,家居厨房,40.39,1,40.39,18,22.39,其他,BR,0
AMZ-2023-000169,2023-01-23 09:09:00,桌面文件架,办公用品,29.39,1,29.39,12,17.39,亚太,JP,0
AMZ-2023-000170,2023-08-13 11:38:00,登山背包 40L,运动户外,77.9,1,77.9,42,35.9,欧洲,UK,0
AMZ-2023-000171,2023-02-02 23:44:00,不锈钢保温杯,家居厨房,30.87,1,30.87,15,15.87,北美,US,0
AMZ-2023-000172,2023-12-28 14:29:00,硅胶厨房 utensils 套装,家居厨房,31.51,1,31.51,10,21.51,亚太,JP,0
AMZ-2023-000173,2023-12-17 11:21:00,手机防窥膜 3片装,电子产品,14.88,1,14.88,5,9.88,北美,CA,0
AMZ-2023-000174,2023-11-14 14:28:00,可折叠宠物笼,宠物用品,82.5,1,82.5,35,47.5,亚太,IN,0
AMZ-2023-000175,2023-02-01 05:46:00,LED 护眼台灯,家居厨房,59.46,1,59.46,25,34.46,欧洲,IT,0
AMZ-2023-000176,2023-05-04 16:34:00,桌面文件架,办公用品,28.77,1,28.77,12,16.77,北美,CA,0
AMZ-2023-000177,2023-11-15 13:19:00,记忆棉坐垫,家居厨房,41.94,1,41.94,18,23.94,欧洲,UK,1
AMZ-2023-000178,2023-07-21 14:15:00,LED 护眼台灯,家居厨房,62.66,2,125.33,50,75.33,欧洲,ES,0
AMZ-2023-000179,2023-05-26 05:14:00,智能手表表带,电子产品,26.39,1,26.39,12,14.39,北美,MX,0
AMZ-2023-000180,2023-08-12 15:26:00,可折叠宠物笼,宠物用品,71.55,2,143.09,70,73.09,亚太,SG,0
AMZ-2023-000181,2023-11-14 17:51:00,猫抓板沙发款,宠物用品,31.58,1,31.58,10,21.58,欧洲,ES,0
AMZ-2023-000182,2023-12-20 13:14:00,可折叠宠物笼,宠物用品,69.93,1,69.93,35,34.93,亚太,SG,0
AMZ-2023-000183,2023-07-06 15:56:00,LED 护眼台灯,家居厨房,57.5,1,57.5,25,32.5,欧洲,UK,0
AMZ-2023-000184,2023-07-13 16:07:00,便携式充电宝,电子产品,83.28,1,83.28,35,48.28,欧洲,ES,0
AMZ-2023-000185,2023-10-11 12:24:00,瑜伽垫加厚防滑,运动户外,42.27,2,84.55,36,48.55,其他,SA,0
AMZ-2023-000186,2023-02-17 11:56:00,狗狗磨牙玩具套装,宠物用品,15.4,1,15.4,6,9.4,北美,MX,0
AMZ-2023-000187,2023-06-08 17:59:00,人体工学腕托,办公用品,25.26,1,25.26,9,16.26,欧洲,UK,0
AMZ-2023-000188,2023-02-22 06:01:00,无线蓝牙耳机,电子产品,181.14,3,543.42,267,276.42,其他,BR,0
AMZ-2023-000189,2023-01-12 16:39:00,瑜伽垫加厚防滑,运动户外,41.42,1,41.42,18,23.42,北美,CA,0
AMZ-2023-000190,2023-01-09 17:11:00,笔记本散热支架,电子产品,62.79,2,125.58,56,69.58,亚太,JP,0
AMZ-2023-000191,2023-07-11 19:15:00,瑜伽垫加厚防滑,运动户外,42.71,1,42.71,18,24.71,亚太,IN,0
AMZ-2023-000192,2023-08-10 13:10:00,USB-C 集线器,电子产品,50.37,1,50.37,22,28.37,其他,SA,0
AMZ-2023-000193,2023-09-19 22:45:00,A4 复印纸 500张,办公用品,10.86,1,10.86,4,6.86,其他,BR,0
AMZ-2023-000194,2023-03-06 17:18:00,宠物梳毛器,宠物用品,17.23,1,17.23,5,12.23,北美,MX,1
AMZ-2023-000195,2023-04-03 21:14:00,USB-C 集线器,电子产品,48.45,1,48.45,22,26.45,亚太,SG,0
AMZ-2023-000196,2023-11-05 03:27:00,桌面文件架,办公用品,36.68,1,36.68,12,24.68,其他,BR,0
AMZ-2023-000197,2023-08-04 20:33:00,运动水壶 1L,运动户外,27.8,1,27.8,10,17.8,北美,MX,0
AMZ-2023-000198,2023-05-19 21:11:00,笔记本散热支架,电子产品,58.39,1,58.39,28,30.39,欧洲,IT,0
AMZ-2023-000199,2023-11-04 15:29:00,无线蓝牙耳机,电子产品,183.33,1,183.33,89,94.33,北美,MX,1
AMZ-2023-000200,2023-11-13 08:53:00,宠物梳毛器,宠物用品,14.75,2,29.51,10,19.51,欧洲,DE,0
AMZ-2023-000201,2023-09-06 16:58:00,A4 复印纸 500张,办公用品,11.64,1,11.64,4,7.64,欧洲,UK,0
AMZ-2023-000202,2023-08-12 23:35:00,智能手表表带,电子产品,28.6,2,57.2,24,33.2,其他,SA,0
AMZ-2023-000203,2023-03-10 09:11:00,USB-C 集线器,电子产品,47.98,1,47.98,22,25.98,欧洲,FR,0
AMZ-2023-000204,2023-10-22 19:27:00,记忆棉坐垫,家居厨房,48.19,1,48.19,18,30.19,亚太,SG,0
AMZ-2023-000205,2023-11-12 23:27:00,智能手表表带,电子产品,29.51,2,59.01,24,35.01,北美,US,0
AMZ-2023-000206,2023-12-09 04:19:00,宠物饮水机,宠物用品,51.06,1,51.06,22,29.06,北美,CA,0
AMZ-2023-000207,2023-02-01 16:50:00,智能手表表带,电子产品,25.94,1,25.94,12,13.94,欧洲,DE,1
AMZ-2023-000208,2023-01-02 17:28:00,可折叠宠物笼,宠物用品,77.93,2,155.85,70,85.85,亚太,IN,0
AMZ-2023-000209,2023-09-20 22:44:00,登山背包 40L,运动户外,100.74,1,100.74,42,58.74,欧洲,IT,0
AMZ-2023-000210,2023-03-23 07:28:00,无线鼠标,电子产品,43.31,1,43.31,18,25.31,北美,CA,0
AMZ-2023-000211,2023-11-26 10:09:00,便携式充电宝,电子产品,72.94,1,72.94,35,37.94,北美,US,0
AMZ-2023-000212,2023-10-27 07:24:00,瑜伽垫加厚防滑,运动户外,41.07,1,41.07,18,23.07,欧洲,ES,0
AMZ-2023-000213,2023-06-05 08:25:00,阻力带套装,运动户外,17.06,1,17.06,7,10.06,其他,AE,0
AMZ-2023-000214,2023-06-16 12:08:00,不锈钢保温杯,家居厨房,32.78,1,32.78,15,17.78,北美,US,0
AMZ-2023-000215,2023-10-04 05:18:00,便携式充电宝,电子产品,85.22,1,85.22,35,50.22,其他,BR,0
AMZ-2023-000216,2023-11-24 21:06:00,跑步腰包,运动户外,17.05,1,17.05,6,11.05,其他,BR,0
AMZ-2023-000217,2023-10-28 00:48:00,机械键盘,电子产品,126.85,1,126.85,60,66.85,其他,SA,0
